"ID","HowToGet"
"Stat2Data-BirdCalcium","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BirdCalcium.csv""]"
"Stat2Data-BirdNest","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BirdNest.csv""]"
"Stat2Data-Blood1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Blood1.csv""]"
"Stat2Data-BlueJays","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BlueJays.csv""]"
"Stat2Data-BrainpH","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BrainpH.csv""]"
"Stat2Data-BreesPass","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BreesPass.csv""]"
"Stat2Data-BritishUnions","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/BritishUnions.csv""]"
"Stat2Data-ButterfliesBc","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ButterfliesBc.csv""]"
"Stat2Data-CAFE","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CAFE.csv""]"
"Stat2Data-CalciumBP","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CalciumBP.csv""]"
"Stat2Data-CanadianDrugs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CanadianDrugs.csv""]"
"Stat2Data-CancerSurvival","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CancerSurvival.csv""]"
"Stat2Data-Caterpillars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Caterpillars.csv""]"
"Stat2Data-CavsShooting","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CavsShooting.csv""]"
"Stat2Data-Cereal","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Cereal.csv""]"
"Stat2Data-ChemoTHC","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ChemoTHC.csv""]"
"Stat2Data-ChildSpeaks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ChildSpeaks.csv""]"
"Stat2Data-ClintonSanders","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ClintonSanders.csv""]"
"Stat2Data-Clothing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Clothing.csv""]"
"Stat2Data-CloudSeeding","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CloudSeeding.csv""]"
"Stat2Data-CloudSeeding2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CloudSeeding2.csv""]"
"Stat2Data-CO2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CO2.csv""]"
"Stat2Data-CO2Germany","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CO2Germany.csv""]"
"Stat2Data-CO2Hawaii","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CO2Hawaii.csv""]"
"Stat2Data-CO2SouthPole","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CO2SouthPole.csv""]"
"Stat2Data-Contraceptives","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Contraceptives.csv""]"
"Stat2Data-CountyHealth","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CountyHealth.csv""]"
"Stat2Data-CrabShip","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CrabShip.csv""]"
"Stat2Data-CrackerFiber","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CrackerFiber.csv""]"
"Stat2Data-CreditRisk","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/CreditRisk.csv""]"
"Stat2Data-Cuckoo","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Cuckoo.csv""]"
"Stat2Data-Day1Survey","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Day1Survey.csv""]"
"Stat2Data-DiabeticDogs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/DiabeticDogs.csv""]"
"Stat2Data-Diamonds","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Diamonds.csv""]"
"Stat2Data-Diamonds2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Diamonds2.csv""]"
"Stat2Data-Dinosaurs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Dinosaurs.csv""]"
"Stat2Data-Election08","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Election08.csv""]"
"Stat2Data-Election16","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Election16.csv""]"
"Stat2Data-ElephantsFB","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ElephantsFB.csv""]"
"Stat2Data-ElephantsMF","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ElephantsMF.csv""]"
"Stat2Data-Ethanol","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Ethanol.csv""]"
"Stat2Data-Eyes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Eyes.csv""]"
"Stat2Data-Faces","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Faces.csv""]"
"Stat2Data-FaithfulFaces","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FaithfulFaces.csv""]"
"Stat2Data-FantasyBaseball","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FantasyBaseball.csv""]"
"Stat2Data-FatRats","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FatRats.csv""]"
"Stat2Data-Fertility","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Fertility.csv""]"
"Stat2Data-FGByDistance","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FGByDistance.csv""]"
"Stat2Data-Film","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Film.csv""]"
"Stat2Data-FinalFourIzzo","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourIzzo.csv""]"
"Stat2Data-FinalFourIzzo17","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourIzzo17.csv""]"
"Stat2Data-FinalFourLong","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourLong.csv""]"
"Stat2Data-FinalFourLong17","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourLong17.csv""]"
"Stat2Data-FinalFourShort","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourShort.csv""]"
"Stat2Data-FinalFourShort17","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FinalFourShort17.csv""]"
"Stat2Data-Fingers","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Fingers.csv""]"
"Stat2Data-FirstYearGPA","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FirstYearGPA.csv""]"
"Stat2Data-FishEggs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FishEggs.csv""]"
"Stat2Data-Fitch","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Fitch.csv""]"
"Stat2Data-FlightResponse","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FlightResponse.csv""]"
"Stat2Data-FloridaDP","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FloridaDP.csv""]"
"Stat2Data-Fluorescence","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Fluorescence.csv""]"
"Stat2Data-FranticFingers","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FranticFingers.csv""]"
"Stat2Data-FruitFlies","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FruitFlies.csv""]"
"Stat2Data-FruitFlies2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FruitFlies2.csv""]"
"Stat2Data-FunnelDrop","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/FunnelDrop.csv""]"
"Stat2Data-GlowWorms","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/GlowWorms.csv""]"
"Stat2Data-Goldenrod","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Goldenrod.csv""]"
"Stat2Data-GrinnellHouses","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/GrinnellHouses.csv""]"
"Stat2Data-Grocery","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Grocery.csv""]"
"Stat2Data-Gunnels","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Gunnels.csv""]"
"Stat2Data-Handwriting","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Handwriting.csv""]"
"Stat2Data-Hawks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Hawks.csv""]"
"Stat2Data-HawkTail","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HawkTail.csv""]"
"Stat2Data-HawkTail2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HawkTail2.csv""]"
"Stat2Data-HearingTest","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HearingTest.csv""]"
"Stat2Data-HeatingOil","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HeatingOil.csv""]"
"Stat2Data-HighPeaks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HighPeaks.csv""]"
"Stat2Data-Hoops","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Hoops.csv""]"
"Stat2Data-HorsePrices","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HorsePrices.csv""]"
"Stat2Data-Houses","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Houses.csv""]"
"Stat2Data-HousesNY","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/HousesNY.csv""]"
"Stat2Data-ICU","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ICU.csv""]"
"Stat2Data-InfantMortality2010","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/InfantMortality2010.csv""]"
"Stat2Data-Inflation","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Inflation.csv""]"
"Stat2Data-InsuranceVote","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/InsuranceVote.csv""]"
"Stat2Data-IQGuessing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/IQGuessing.csv""]"
"Stat2Data-Jurors","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Jurors.csv""]"
"Stat2Data-Kershaw","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Kershaw.csv""]"
"Stat2Data-KeyWestWater","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/KeyWestWater.csv""]"
"Stat2Data-Kids198","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Kids198.csv""]"
"Stat2Data-Leafhoppers","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Leafhoppers.csv""]"
"Stat2Data-LeafWidth","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/LeafWidth.csv""]"
"Stat2Data-Leukemia","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Leukemia.csv""]"
"Stat2Data-LeveeFailures","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/LeveeFailures.csv""]"
"Stat2Data-LewyBody2Groups","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/LewyBody2Groups.csv""]"
"Stat2Data-LewyDLBad","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/LewyDLBad.csv""]"
"Stat2Data-LongJumpOlympics","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/LongJumpOlympics.csv""]"
"Stat2Data-LongJumpOlympics2016","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/LongJumpOlympics2016.csv""]"
"Stat2Data-LosingSleep","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/LosingSleep.csv""]"
"Stat2Data-LostLetter","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/LostLetter.csv""]"
"Stat2Data-Marathon","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Marathon.csv""]"
"Stat2Data-Markets","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Markets.csv""]"
"Stat2Data-MathEnrollment","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MathEnrollment.csv""]"
"Stat2Data-MathPlacement","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MathPlacement.csv""]"
"Stat2Data-MedGPA","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MedGPA.csv""]"
"Stat2Data-Meniscus","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Meniscus.csv""]"
"Stat2Data-MentalHealth","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MentalHealth.csv""]"
"Stat2Data-MetabolicRate","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MetabolicRate.csv""]"
"Stat2Data-MetroCommutes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MetroCommutes.csv""]"
"Stat2Data-MetroHealth83","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MetroHealth83.csv""]"
"Stat2Data-Migraines","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Migraines.csv""]"
"Stat2Data-Milgram","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Milgram.csv""]"
"Stat2Data-MLB2007Standings","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MLB2007Standings.csv""]"
"Stat2Data-MLBStandings2016","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MLBStandings2016.csv""]"
"Stat2Data-MothEggs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MothEggs.csv""]"
"Stat2Data-MouseBrain","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MouseBrain.csv""]"
"Stat2Data-MusicTime","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/MusicTime.csv""]"
"Stat2Data-NCbirths","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/NCbirths.csv""]"
"Stat2Data-NFL2007Standings","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/NFL2007Standings.csv""]"
"Stat2Data-NFLStandings2016","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/NFLStandings2016.csv""]"
"Stat2Data-Nursing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Nursing.csv""]"
"Stat2Data-OilDeapsorbtion","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/OilDeapsorbtion.csv""]"
"Stat2Data-Olives","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Olives.csv""]"
"Stat2Data-Orings","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Orings.csv""]"
"Stat2Data-Overdrawn","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Overdrawn.csv""]"
"Stat2Data-Oysters","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Oysters.csv""]"
"Stat2Data-PalmBeach","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/PalmBeach.csv""]"
"Stat2Data-PeaceBridge2003","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/PeaceBridge2003.csv""]"
"Stat2Data-PeaceBridge2012","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/PeaceBridge2012.csv""]"
"Stat2Data-Pedometer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Pedometer.csv""]"
"Stat2Data-Perch","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Perch.csv""]"
"Stat2Data-PigFeed","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/PigFeed.csv""]"
"Stat2Data-Pines","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Pines.csv""]"
"Stat2Data-PKU","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/PKU.csv""]"
"Stat2Data-Political","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Political.csv""]"
"Stat2Data-Pollster08","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Pollster08.csv""]"
"Stat2Data-Popcorn","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Popcorn.csv""]"
"Stat2Data-PorscheJaguar","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/PorscheJaguar.csv""]"
"Stat2Data-PorschePrice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/PorschePrice.csv""]"
"Stat2Data-Pulse","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Pulse.csv""]"
"Stat2Data-Putts1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Putts1.csv""]"
"Stat2Data-Putts2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Putts2.csv""]"
"Stat2Data-Putts3","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Putts3.csv""]"
"Stat2Data-RacialAnimus","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/RacialAnimus.csv""]"
"Stat2Data-RadioactiveTwins","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/RadioactiveTwins.csv""]"
"Stat2Data-RailsTrails","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/RailsTrails.csv""]"
"Stat2Data-Rectangles","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Rectangles.csv""]"
"Stat2Data-ReligionGDP","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ReligionGDP.csv""]"
"Stat2Data-RepeatedPulse","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/RepeatedPulse.csv""]"
"Stat2Data-ResidualOil","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ResidualOil.csv""]"
"Stat2Data-Retirement","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Retirement.csv""]"
"Stat2Data-Ricci","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Ricci.csv""]"
"Stat2Data-RiverElements","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/RiverElements.csv""]"
"Stat2Data-RiverIron","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/RiverIron.csv""]"
"Stat2Data-SampleFG","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SampleFG.csv""]"
"Stat2Data-SandwichAnts","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SandwichAnts.csv""]"
"Stat2Data-SATGPA","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SATGPA.csv""]"
"Stat2Data-SeaIce","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SeaIce.csv""]"
"Stat2Data-SeaSlugs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SeaSlugs.csv""]"
"Stat2Data-SleepingShrews","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SleepingShrews.csv""]"
"Stat2Data-Sparrows","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Sparrows.csv""]"
"Stat2Data-SpeciesArea","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SpeciesArea.csv""]"
"Stat2Data-Speed","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Speed.csv""]"
"Stat2Data-SugarEthanol","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SugarEthanol.csv""]"
"Stat2Data-SuicideChina","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/SuicideChina.csv""]"
"Stat2Data-Swahili","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Swahili.csv""]"
"Stat2Data-Tadpoles","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Tadpoles.csv""]"
"Stat2Data-TechStocks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/TechStocks.csv""]"
"Stat2Data-TeenPregnancy","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/TeenPregnancy.csv""]"
"Stat2Data-TextPrices","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/TextPrices.csv""]"
"Stat2Data-ThomasConfirmation","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ThomasConfirmation.csv""]"
"Stat2Data-ThreeCars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ThreeCars.csv""]"
"Stat2Data-ThreeCars2017","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/ThreeCars2017.csv""]"
"Stat2Data-TipJoke","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/TipJoke.csv""]"
"Stat2Data-Titanic","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Titanic.csv""]"
"Stat2Data-TMS","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/TMS.csv""]"
"Stat2Data-TomlinsonRush","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/TomlinsonRush.csv""]"
"Stat2Data-TwinsLungs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/TwinsLungs.csv""]"
"Stat2Data-Undoing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Undoing.csv""]"
"Stat2Data-USstamps","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/USstamps.csv""]"
"Stat2Data-VisualVerbal","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/VisualVerbal.csv""]"
"Stat2Data-Volts","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Volts.csv""]"
"Stat2Data-WalkingBabies","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/WalkingBabies.csv""]"
"Stat2Data-WalkTheDogs","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/WalkTheDogs.csv""]"
"Stat2Data-WeightLossIncentive","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/WeightLossIncentive.csv""]"
"Stat2Data-WeightLossIncentive4","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/WeightLossIncentive4.csv""]"
"Stat2Data-WeightLossIncentive7","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/WeightLossIncentive7.csv""]"
"Stat2Data-Whickham2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Whickham2.csv""]"
"Stat2Data-WordMemory","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/WordMemory.csv""]"
"Stat2Data-WordsWithFriends","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/WordsWithFriends.csv""]"
"Stat2Data-Wrinkle","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Wrinkle.csv""]"
"Stat2Data-YouthRisk","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/YouthRisk.csv""]"
"Stat2Data-YouthRisk2007","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/YouthRisk2007.csv""]"
"Stat2Data-YouthRisk2009","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/YouthRisk2009.csv""]"
"Stat2Data-Zimmerman","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Zimmerman.csv""]"
"stevedata-af_crime93","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/af_crime93.csv""]"
"stevedata-aluminum_premiums","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/aluminum_premiums.csv""]"
"stevedata-anes_partytherms","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/anes_partytherms.csv""]"
"stevedata-anes_prochoice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/anes_prochoice.csv""]"
"stevedata-anes_vote84","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/anes_vote84.csv""]"
"stevedata-Arca","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/Arca.csv""]"
"stevedata-arcticseaice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/arcticseaice.csv""]"
"stevedata-arg_tariff","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/arg_tariff.csv""]"
"stevedata-asn_stats","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/asn_stats.csv""]"
"stevedata-CFT15","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/CFT15.csv""]"
"stevedata-clemson_temps","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/clemson_temps.csv""]"
"stevedata-co2emissions","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/co2emissions.csv""]"
"stevedata-coffee_imports","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/coffee_imports.csv""]"
"stevedata-coffee_price","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/coffee_price.csv""]"
"stevedata-CP77","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/CP77.csv""]"
"stevedata-Datasaurus","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/Datasaurus.csv""]"
"stevedata-Dee04","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/Dee04.csv""]"
"stevedata-DJIA","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/DJIA.csv""]"
"stevedata-DST","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/DST.csv""]"
"stevedata-eight_schools","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/eight_schools.csv""]"
"stevedata-election_turnout","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/election_turnout.csv""]"
"stevedata-eq_passengercars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/eq_passengercars.csv""]"
"stevedata-ESS9GB","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/ESS9GB.csv""]"
"stevedata-ESSBE5","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/ESSBE5.csv""]"
"stevedata-eustates","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/eustates.csv""]"
